StudentID,Subject,ExamType,Score,MaxScore,Term
S0002,English,Mid Term,91,100,Term 1
S0002,Geography,Mid Term,64,100,Term 1
S0002,Geography,Final Exam,72,100,Term 2
S0002,Math,Final Exam,32,100,Term 2
S0002,Science,Unit Test,19,100,Term 3
S0002,History,Unit Test,50,100,Term 1
S0002,Science,Mid Term,53,100,Term 2
S0002,Math,Unit Test,98,100,Term 1
S0002,Science,Unit Test,68,100,Term 2
S0002,English,Unit Test,5,100,Term 2
S0002,History,Final Exam,16,100,Term 3
S0002,History,Mid Term,39,100,Term 2
S0002,Science,Unit Test,6,100,Term 2
S0003,Geography,Mid Term,22,100,Term 2
S0003,Geography,Unit Test,12,100,Term 3
S0003,Geography,Unit Test,8,100,Term 2
S0003,Science,Final Exam,47,100,Term 3
S0003,History,Final Exam,74,100,Term 2
S0003,History,Mid Term,66,100,Term 3
S0003,Science,Final Exam,88,100,Term 2
S0003,Math,Final Exam,7,100,Term 1
S0003,English,Final Exam,1,100,Term 3
S0003,Math,Mid Term,61,100,Term 2
S0003,English,Unit Test,93,100,Term 2
S0003,History,Unit Test,61,100,Term 3
S0003,Science,Final Exam,55,100,Term 1
S0003,Math,Final Exam,74,100,Term 2
S0003,Math,Unit Test,25,100,Term 1
S0003,Geography,Unit Test,27,100,Term 2
S0003,Science,Final Exam,16,100,Term 3
S0003,Science,Mid Term,45,100,Term 1
S0003,Geography,Mid Term,18,100,Term 2
S0003,English,Unit Test,93,100,Term 3
S0003,Geography,Unit Test,12,100,Term 1
S0003,Science,Final Exam,78,100,Term 3
S0003,History,Unit Test,13,100,Term 3
S0003,Science,Final Exam,20,100,Term 2
S0003,Science,Mid Term,2,100,Term 2
S0003,English,Mid Term,49,100,Term 2
S0003,English,Mid Term,31,100,Term 3
S0003,Geography,Final Exam,4,100,Term 2
S0003,Science,Final Exam,85,100,Term 1
S0003,History,Unit Test,68,100,Term 1
S0004,Science,Final Exam,41,100,Term 2
S0004,History,Final Exam,67,100,Term 1
S0004,English,Final Exam,9,100,Term 2
S0004,Science,Unit Test,73,100,Term 2
S0004,English,Unit Test,96,100,Term 1
S0004,History,Unit Test,87,100,Term 2
S0004,Math,Final Exam,90,100,Term 3
S0004,History,Final Exam,46,100,Term 1
S0004,History,Final Exam,75,100,Term 3
S0004,Geography,Final Exam,55,100,Term 2
S0004,History,Unit Test,95,100,Term 1
S0004,Geography,Mid Term,84,100,Term 3
S0004,Math,Unit Test,78,100,Term 2
S0004,Math,Unit Test,45,100,Term 3
S0004,History,Final Exam,63,100,Term 2
S0004,History,Final Exam,95,100,Term 1
S0004,Geography,Final Exam,28,100,Term 2
S0004,Geography,Mid Term,3,100,Term 2
S0004,Science,Final Exam,23,100,Term 3
S0004,English,Final Exam,100,100,Term 3
S0004,Geography,Final Exam,39,100,Term 3
S0004,Math,Mid Term,3,100,Term 1
S0004,Science,Mid Term,48,100,Term 1
S0004,History,Final Exam,12,100,Term 3
S0004,Math,Unit Test,53,100,Term 3
S0004,Math,Final Exam,99,100,Term 1
S0004,Math,Final Exam,2,100,Term 3
S0004,Geography,Unit Test,21,100,Term 1
S0004,Geography,Unit Test,15,100,Term 3
S0004,English,Final Exam,33,100,Term 1
S0005,Math,Unit Test,89,100,Term 1
S0005,English,Final Exam,24,100,Term 2
S0005,Geography,Mid Term,63,100,Term 2
S0005,Math,Unit Test,41,100,Term 1
S0005,Science,Mid Term,2,100,Term 1
S0005,Geography,Unit Test,56,100,Term 2
S0005,English,Final Exam,83,100,Term 1
S0005,History,Mid Term,4,100,Term 2
S0005,History,Mid Term,24,100,Term 1
S0005,Geography,Unit Test,81,100,Term 1
S0005,History,Final Exam,71,100,Term 1
S0005,Math,Mid Term,67,100,Term 3
S0005,Math,Mid Term,66,100,Term 1
S0005,Science,Mid Term,49,100,Term 1
S0005,Math,Mid Term,36,100,Term 3
S0005,Geography,Final Exam,20,100,Term 3
S0005,Math,Final Exam,83,100,Term 1
S0005,Science,Unit Test,93,100,Term 3
S0005,Science,Unit Test,91,100,Term 2
S0005,Science,Mid Term,43,100,Term 1
S0005,History,Mid Term,21,100,Term 3
S0005,Science,Mid Term,24,100,Term 2
S0005,Science,Final Exam,56,100,Term 1
S0005,History,Unit Test,37,100,Term 3
S0005,English,Final Exam,26,100,Term 2
S0005,Math,Unit Test,60,100,Term 3
S0005,Geography,Final Exam,99,100,Term 3
S0005,History,Final Exam,35,100,Term 1
S0005,Science,Unit Test,10,100,Term 1
S0005,History,Mid Term,28,100,Term 3
S0006,Science,Unit Test,1,100,Term 1
S0006,Science,Unit Test,74,100,Term 1
S0006,History,Unit Test,13,100,Term 3
S0006,Science,Final Exam,49,100,Term 2
S0006,Math,Mid Term,53,100,Term 3
S0006,Geography,Final Exam,95,100,Term 2
S0006,Math,Unit Test,97,100,Term 1
S0006,Math,Mid Term,50,100,Term 3
S0006,English,Mid Term,16,100,Term 3
S0006,Geography,Final Exam,36,100,Term 3
S0006,English,Mid Term,43,100,Term 3
S0006,Math,Final Exam,58,100,Term 1
S0006,Geography,Final Exam,64,100,Term 3
S0006,Math,Mid Term,97,100,Term 2
S0006,History,Unit Test,77,100,Term 3
S0006,Math,Mid Term,63,100,Term 3
S0006,Science,Final Exam,20,100,Term 3
S0006,Science,Unit Test,49,100,Term 3
S0006,Science,Mid Term,62,100,Term 2
S0006,Science,Final Exam,99,100,Term 1
S0006,Math,Unit Test,93,100,Term 3
S0006,English,Unit Test,71,100,Term 1
S0006,Science,Final Exam,80,100,Term 2
S0006,Math,Mid Term,74,100,Term 3
S0006,History,Mid Term,13,100,Term 1
S0006,Math,Mid Term,50,100,Term 2
S0006,Math,Final Exam,6,100,Term 3
S0006,Math,Mid Term,93,100,Term 3
S0006,English,Final Exam,95,100,Term 2
S0006,Science,Final Exam,45,100,Term 3
S0007,Math,Final Exam,97,100,Term 2
S0007,Math,Unit Test,6,100,Term 2
S0007,Math,Mid Term,65,100,Term 2
S0007,History,Final Exam,93,100,Term 3
S0007,History,Unit Test,88,100,Term 3
S0007,History,Final Exam,38,100,Term 2
S0007,Math,Mid Term,44,100,Term 3
S0007,Science,Final Exam,66,100,Term 1
S0007,English,Unit Test,75,100,Term 2
S0007,History,Final Exam,87,100,Term 1
S0007,History,Unit Test,85,100,Term 2
S0007,Geography,Mid Term,54,100,Term 3
S0007,Science,Final Exam,63,100,Term 2
S0007,Science,Final Exam,70,100,Term 2
S0007,Math,Unit Test,83,100,Term 1
S0007,Science,Final Exam,62,100,Term 1
S0007,Science,Mid Term,85,100,Term 1
S0007,English,Final Exam,25,100,Term 1
S0007,History,Final Exam,34,100,Term 2
S0007,English,Mid Term,42,100,Term 1
S0007,Math,Unit Test,68,100,Term 2
S0007,English,Final Exam,82,100,Term 2
S0007,Math,Mid Term,100,100,Term 2
S0007,English,Mid Term,80,100,Term 2
S0007,English,Unit Test,9,100,Term 1
S0007,Math,Final Exam,5,100,Term 2
S0007,History,Final Exam,76,100,Term 1
S0007,Science,Final Exam,14,100,Term 1
S0007,Math,Final Exam,25,100,Term 3
S0007,Math,Mid Term,60,100,Term 3
S0008,Geography,Mid Term,59,100,Term 3
S0008,English,Final Exam,95,100,Term 3
S0008,Geography,Final Exam,83,100,Term 1
S0008,English,Mid Term,48,100,Term 2
S0008,English,Unit Test,14,100,Term 1
S0008,Math,Mid Term,81,100,Term 1
S0008,English,Unit Test,68,100,Term 2
S0008,Math,Unit Test,19,100,Term 3
S0008,Geography,Unit Test,73,100,Term 1
S0008,Geography,Unit Test,88,100,Term 1
S0008,Science,Final Exam,35,100,Term 1
S0008,History,Final Exam,69,100,Term 3
S0008,Science,Mid Term,25,100,Term 1
S0008,Geography,Final Exam,16,100,Term 2
S0008,Geography,Final Exam,0,100,Term 2
S0008,English,Mid Term,61,100,Term 1
S0008,Geography,Mid Term,10,100,Term 2
S0008,Science,Unit Test,44,100,Term 2
S0008,Geography,Final Exam,83,100,Term 1
S0008,Geography,Final Exam,38,100,Term 1
S0008,English,Final Exam,24,100,Term 1
S0008,Science,Final Exam,60,100,Term 1
S0008,Science,Mid Term,69,100,Term 1
S0008,Science,Unit Test,23,100,Term 3
S0008,History,Final Exam,78,100,Term 1
S0008,Math,Final Exam,77,100,Term 3
S0008,Math,Mid Term,19,100,Term 1
S0008,Science,Mid Term,28,100,Term 2
S0008,Math,Unit Test,25,100,Term 2
S0008,English,Unit Test,28,100,Term 1
S0009,English,Mid Term,70,100,Term 3
S0009,English,Unit Test,23,100,Term 3
S0009,Geography,Final Exam,98,100,Term 2
S0009,History,Mid Term,100,100,Term 3
S0009,English,Unit Test,64,100,Term 1
S0009,Math,Unit Test,92,100,Term 1
S0009,Math,Mid Term,74,100,Term 1
S0009,English,Unit Test,58,100,Term 2
S0009,English,Mid Term,3,100,Term 2
S0009,History,Unit Test,36,100,Term 2
S0009,Science,Mid Term,6,100,Term 3
S0009,Geography,Mid Term,65,100,Term 1
S0009,English,Final Exam,86,100,Term 3
S0009,English,Final Exam,33,100,Term 1
S0009,History,Final Exam,52,100,Term 1
S0009,English,Mid Term,35,100,Term 2
S0009,Science,Mid Term,86,100,Term 3
S0009,Geography,Final Exam,21,100,Term 3
S0009,Geography,Unit Test,46,100,Term 2
S0009,English,Mid Term,21,100,Term 2
S0009,History,Final Exam,13,100,Term 3
S0009,Geography,Mid Term,76,100,Term 2
S0009,Math,Final Exam,93,100,Term 2
S0009,Math,Final Exam,64,100,Term 3
S0009,History,Final Exam,69,100,Term 3
S0009,English,Final Exam,79,100,Term 3
S0009,Science,Mid Term,61,100,Term 1
S0009,History,Final Exam,90,100,Term 3
S0009,History,Unit Test,56,100,Term 3
S0009,History,Final Exam,77,100,Term 3
S0010,English,Unit Test,57,100,Term 2
S0010,Math,Final Exam,61,100,Term 2
S0010,Math,Final Exam,25,100,Term 3
S0010,History,Mid Term,91,100,Term 1
S0010,History,Unit Test,38,100,Term 1
S0010,English,Final Exam,59,100,Term 3
S0010,Math,Final Exam,52,100,Term 3
S0010,History,Unit Test,57,100,Term 1
S0010,Geography,Mid Term,98,100,Term 3
S0010,Geography,Final Exam,86,100,Term 3
S0010,Math,Unit Test,42,100,Term 2
S0010,Science,Mid Term,25,100,Term 2
S0010,Science,Mid Term,94,100,Term 2
S0010,History,Mid Term,72,100,Term 1
S0010,Science,Final Exam,15,100,Term 2
S0010,Geography,Unit Test,67,100,Term 3
S0010,History,Unit Test,18,100,Term 2
S0010,History,Unit Test,43,100,Term 3
S0010,History,Unit Test,40,100,Term 1
S0010,English,Final Exam,58,100,Term 2
S0010,Math,Unit Test,2,100,Term 1
S0010,Math,Final Exam,78,100,Term 2
S0010,History,Mid Term,55,100,Term 1
S0010,Geography,Unit Test,77,100,Term 1
S0010,History,Final Exam,27,100,Term 3
S0010,Math,Unit Test,95,100,Term 1
S0010,English,Mid Term,80,100,Term 3
S0010,History,Mid Term,64,100,Term 1
S0010,English,Unit Test,74,100,Term 1
S0010,Science,Mid Term,55,100,Term 3
S0011,Science,Unit Test,78,100,Term 3
S0011,English,Final Exam,44,100,Term 1
S0011,Science,Mid Term,13,100,Term 1
S0011,Math,Mid Term,27,100,Term 1
S0011,History,Mid Term,95,100,Term 2
S0011,Science,Unit Test,46,100,Term 1
S0011,Geography,Unit Test,49,100,Term 1
S0011,Math,Mid Term,14,100,Term 2
S0011,Math,Unit Test,4,100,Term 2
S0011,Science,Final Exam,86,100,Term 1
S0011,Science,Final Exam,55,100,Term 3
S0011,Science,Final Exam,34,100,Term 1
S0011,Math,Mid Term,39,100,Term 3
S0011,History,Final Exam,43,100,Term 3
S0011,Math,Final Exam,77,100,Term 2
S0011,Science,Unit Test,30,100,Term 2
S0011,Math,Final Exam,26,100,Term 3
S0011,Geography,Unit Test,63,100,Term 1
S0011,Geography,Final Exam,9,100,Term 2
S0011,Math,Final Exam,79,100,Term 2
S0011,Geography,Mid Term,47,100,Term 3
S0011,Math,Unit Test,16,100,Term 1
S0011,History,Mid Term,47,100,Term 1
S0011,English,Unit Test,99,100,Term 2
S0011,History,Mid Term,17,100,Term 3
S0011,English,Final Exam,89,100,Term 3
S0011,Science,Unit Test,16,100,Term 1
S0011,Geography,Mid Term,16,100,Term 1
S0011,History,Unit Test,56,100,Term 1
S0011,English,Unit Test,50,100,Term 1
S0012,Geography,Final Exam,12,100,Term 2
S0012,Math,Unit Test,91,100,Term 3
S0012,History,Final Exam,79,100,Term 3
S0012,Math,Unit Test,72,100,Term 1
S0012,History,Final Exam,65,100,Term 2
S0012,Geography,Mid Term,86,100,Term 3
S0012,History,Final Exam,21,100,Term 2
S0012,Science,Unit Test,70,100,Term 2
S0012,Geography,Final Exam,21,100,Term 2
S0012,Math,Final Exam,30,100,Term 3
S0012,English,Mid Term,10,100,Term 3
S0012,Geography,Final Exam,19,100,Term 1
S0012,Geography,Mid Term,74,100,Term 2
S0012,Math,Unit Test,25,100,Term 3
S0012,Math,Final Exam,30,100,Term 3
S0012,English,Mid Term,0,100,Term 2
S0012,History,Mid Term,1,100,Term 2
S0012,History,Mid Term,29,100,Term 3
S0012,Math,Mid Term,64,100,Term 3
S0012,English,Final Exam,24,100,Term 1
S0012,Math,Mid Term,43,100,Term 3
S0012,Science,Mid Term,76,100,Term 3
S0012,History,Final Exam,92,100,Term 2
S0012,Math,Final Exam,15,100,Term 1
S0012,English,Mid Term,69,100,Term 2
S0012,English,Final Exam,97,100,Term 1
S0012,History,Mid Term,93,100,Term 3
S0012,Science,Unit Test,17,100,Term 1
S0012,History,Unit Test,74,100,Term 2
S0012,Geography,Unit Test,35,100,Term 2
S0013,Geography,Unit Test,42,100,Term 3
S0013,History,Mid Term,59,100,Term 1
S0013,Science,Mid Term,9,100,Term 1
S0013,Science,Unit Test,68,100,Term 1
S0013,Math,Unit Test,99,100,Term 1
S0013,English,Final Exam,25,100,Term 3
S0013,Science,Final Exam,95,100,Term 2
S0013,Science,Final Exam,49,100,Term 3
S0013,History,Final Exam,13,100,Term 1
S0013,English,Final Exam,37,100,Term 1
S0013,English,Unit Test,30,100,Term 2
S0013,English,Mid Term,85,100,Term 1
S0013,Math,Final Exam,5,100,Term 3
S0013,English,Mid Term,80,100,Term 3
S0013,Geography,Final Exam,85,100,Term 2
S0013,English,Final Exam,60,100,Term 3
S0013,History,Unit Test,26,100,Term 2
S0013,Science,Final Exam,68,100,Term 1
S0013,Science,Unit Test,13,100,Term 3
S0013,English,Mid Term,75,100,Term 3
S0013,English,Final Exam,81,100,Term 2
S0013,Geography,Unit Test,88,100,Term 3
S0013,English,Mid Term,82,100,Term 1
S0013,Geography,Final Exam,59,100,Term 1
S0013,History,Unit Test,6,100,Term 1
S0013,Geography,Unit Test,6,100,Term 3
S0013,English,Final Exam,71,100,Term 3
S0013,English,Final Exam,17,100,Term 3
S0013,Science,Final Exam,38,100,Term 1
S0013,Geography,Mid Term,4,100,Term 3
S0014,Geography,Final Exam,2,100,Term 1
S0014,Math,Unit Test,33,100,Term 1
S0014,History,Final Exam,60,100,Term 3
S0014,History,Unit Test,64,100,Term 2
S0014,Geography,Mid Term,83,100,Term 2
S0014,History,Final Exam,37,100,Term 3
S0014,Science,Unit Test,97,100,Term 1
S0014,History,Unit Test,2,100,Term 3
S0014,Science,Final Exam,0,100,Term 1
S0014,Science,Unit Test,89,100,Term 3
S0014,Geography,Mid Term,71,100,Term 3
S0014,Geography,Mid Term,62,100,Term 3
S0014,Geography,Final Exam,29,100,Term 2
S0014,Geography,Mid Term,72,100,Term 1
S0014,Geography,Mid Term,42,100,Term 2
S0014,Science,Mid Term,26,100,Term 2
S0014,Geography,Final Exam,13,100,Term 2
S0014,Math,Unit Test,6,100,Term 2
S0014,Geography,Final Exam,69,100,Term 2
S0014,Geography,Final Exam,19,100,Term 1
S0014,History,Final Exam,29,100,Term 2
S0014,Geography,Final Exam,50,100,Term 2
S0014,History,Final Exam,23,100,Term 3
S0014,English,Mid Term,93,100,Term 2
S0014,Science,Unit Test,15,100,Term 1
S0014,English,Unit Test,6,100,Term 1
S0014,Science,Final Exam,76,100,Term 2
S0014,Geography,Unit Test,88,100,Term 1
S0014,Math,Unit Test,8,100,Term 2
S0014,Science,Unit Test,10,100,Term 1
S0015,History,Unit Test,39,100,Term 3
S0015,Geography,Unit Test,67,100,Term 3
S0015,English,Final Exam,5,100,Term 3
S0015,History,Final Exam,20,100,Term 2
S0015,Science,Mid Term,25,100,Term 1
S0015,History,Unit Test,29,100,Term 1
S0015,Math,Mid Term,17,100,Term 2
S0015,Math,Mid Term,87,100,Term 3
S0015,Math,Unit Test,46,100,Term 2
S0015,History,Mid Term,4,100,Term 1
S0015,Science,Unit Test,3,100,Term 2
S0015,Geography,Mid Term,33,100,Term 1
S0015,Math,Unit Test,96,100,Term 1
S0015,Math,Mid Term,25,100,Term 1
S0015,English,Mid Term,16,100,Term 1
S0015,Science,Mid Term,89,100,Term 1
S0015,English,Mid Term,73,100,Term 3
S0015,Geography,Mid Term,80,100,Term 1
S0015,Math,Final Exam,1,100,Term 3
S0015,Math,Unit Test,1,100,Term 2
S0015,English,Unit Test,45,100,Term 2
S0015,Math,Final Exam,50,100,Term 2
S0015,Geography,Final Exam,15,100,Term 1
S0015,History,Mid Term,50,100,Term 2
S0015,English,Mid Term,85,100,Term 1
S0015,Math,Mid Term,42,100,Term 1
S0015,History,Final Exam,90,100,Term 3
S0015,Science,Unit Test,48,100,Term 3
S0015,History,Mid Term,47,100,Term 3
S0015,Math,Unit Test,95,100,Term 3
S0016,Science,Final Exam,88,100,Term 1
S0016,History,Mid Term,44,100,Term 1
S0016,Geography,Unit Test,28,100,Term 1
S0016,Math,Final Exam,70,100,Term 1
S0016,Science,Final Exam,64,100,Term 3
S0016,Science,Mid Term,46,100,Term 1
S0016,Geography,Unit Test,51,100,Term 3
S0016,English,Unit Test,22,100,Term 3
S0016,Geography,Unit Test,39,100,Term 2
S0016,Science,Unit Test,95,100,Term 2
S0016,English,Mid Term,3,100,Term 3
S0016,Math,Mid Term,1,100,Term 2
S0016,Science,Final Exam,4,100,Term 3
S0016,Science,Unit Test,10,100,Term 1
S0016,History,Final Exam,71,100,Term 3
S0016,Science,Final Exam,6,100,Term 1
S0016,Math,Mid Term,47,100,Term 2
S0016,Geography,Final Exam,5,100,Term 1
S0016,Math,Unit Test,65,100,Term 1
S0016,Science,Unit Test,54,100,Term 1
S0016,History,Unit Test,18,100,Term 1
S0016,Math,Final Exam,0,100,Term 2
S0016,Math,Unit Test,66,100,Term 3
S0016,History,Unit Test,82,100,Term 2
S0016,English,Unit Test,19,100,Term 3
S0016,Science,Final Exam,68,100,Term 1
S0016,Geography,Unit Test,12,100,Term 3
S0016,Science,Final Exam,78,100,Term 2
S0016,History,Unit Test,79,100,Term 3
S0016,English,Mid Term,65,100,Term 3
S0017,Science,Unit Test,34,100,Term 3
S0017,Geography,Mid Term,6,100,Term 3
S0017,English,Unit Test,29,100,Term 3
S0017,English,Final Exam,56,100,Term 3
S0017,History,Final Exam,14,100,Term 2
S0017,History,Mid Term,90,100,Term 1
S0017,Science,Final Exam,62,100,Term 1
S0017,Geography,Final Exam,69,100,Term 2
S0017,History,Unit Test,1,100,Term 3
S0017,History,Unit Test,92,100,Term 3
S0017,Math,Final Exam,23,100,Term 3
S0017,History,Mid Term,36,100,Term 3
S0017,Science,Final Exam,51,100,Term 1
S0017,Math,Final Exam,84,100,Term 3
S0017,Science,Unit Test,60,100,Term 2
S0017,Math,Mid Term,32,100,Term 3
S0017,History,Mid Term,51,100,Term 1
S0017,Math,Final Exam,45,100,Term 3
S0017,Geography,Unit Test,15,100,Term 3
S0017,Math,Final Exam,88,100,Term 1
S0017,History,Unit Test,68,100,Term 1
S0017,Geography,Mid Term,36,100,Term 2
S0017,Science,Mid Term,48,100,Term 2
S0017,English,Final Exam,92,100,Term 3
S0017,Geography,Final Exam,86,100,Term 2
S0017,History,Mid Term,13,100,Term 2
S0017,Math,Final Exam,84,100,Term 2
S0017,Math,Final Exam,48,100,Term 3
S0017,English,Final Exam,87,100,Term 3
S0017,History,Final Exam,42,100,Term 3
S0018,English,Unit Test,29,100,Term 2
S0018,English,Unit Test,16,100,Term 1
S0018,History,Unit Test,53,100,Term 2
S0018,Geography,Mid Term,0,100,Term 3
S0018,Geography,Unit Test,79,100,Term 2
S0018,History,Unit Test,37,100,Term 2
S0018,Math,Unit Test,33,100,Term 1
S0018,English,Final Exam,26,100,Term 3
S0018,Math,Unit Test,20,100,Term 2
S0018,History,Final Exam,93,100,Term 2
S0018,Math,Final Exam,94,100,Term 3
S0018,Geography,Mid Term,49,100,Term 1
S0018,English,Final Exam,67,100,Term 2
S0018,Math,Final Exam,24,100,Term 1
S0018,Math,Final Exam,48,100,Term 3
S0018,Geography,Unit Test,93,100,Term 3
S0018,Math,Final Exam,2,100,Term 3
S0018,Science,Unit Test,51,100,Term 1
S0018,Science,Final Exam,51,100,Term 2
S0018,Science,Mid Term,93,100,Term 1
S0018,Science,Unit Test,55,100,Term 1
S0018,Science,Final Exam,46,100,Term 2
S0018,Science,Unit Test,8,100,Term 3
S0018,Math,Final Exam,58,100,Term 2
S0018,History,Mid Term,29,100,Term 2
S0018,Math,Unit Test,52,100,Term 1
S0018,History,Unit Test,88,100,Term 2
S0018,History,Unit Test,98,100,Term 2
S0018,Math,Mid Term,70,100,Term 1
S0018,Math,Mid Term,89,100,Term 3
S0019,History,Unit Test,91,100,Term 2
S0019,History,Mid Term,64,100,Term 3
S0019,Geography,Final Exam,16,100,Term 1
S0019,Science,Unit Test,95,100,Term 3
S0019,Geography,Final Exam,79,100,Term 2
S0019,Science,Mid Term,6,100,Term 3
S0019,Math,Final Exam,28,100,Term 1
S0019,Geography,Unit Test,3,100,Term 1
S0019,History,Unit Test,22,100,Term 2
S0019,Geography,Final Exam,98,100,Term 2
S0019,Science,Unit Test,92,100,Term 2
S0019,Science,Mid Term,1,100,Term 2
S0019,History,Unit Test,40,100,Term 1
S0019,English,Mid Term,50,100,Term 1
S0019,Science,Final Exam,6,100,Term 3
S0019,Math,Unit Test,68,100,Term 1
S0019,Science,Mid Term,82,100,Term 1
S0019,English,Mid Term,46,100,Term 2
S0019,Science,Final Exam,60,100,Term 1
S0019,Math,Unit Test,0,100,Term 1
S0019,History,Unit Test,29,100,Term 1
S0019,History,Final Exam,10,100,Term 2
S0019,English,Final Exam,83,100,Term 1
S0019,History,Final Exam,2,100,Term 1
S0019,English,Mid Term,13,100,Term 2
S0019,Math,Final Exam,57,100,Term 2
S0019,English,Final Exam,16,100,Term 3
S0019,English,Mid Term,49,100,Term 1
S0019,History,Mid Term,57,100,Term 1
S0019,English,Unit Test,14,100,Term 3
S0020,Science,Unit Test,51,100,Term 1
S0020,Math,Final Exam,49,100,Term 2
S0020,English,Unit Test,85,100,Term 2
S0020,Math,Mid Term,2,100,Term 1
S0020,Science,Unit Test,99,100,Term 3
S0020,History,Final Exam,95,100,Term 2
S0020,Geography,Unit Test,15,100,Term 2
S0020,Geography,Final Exam,28,100,Term 2
S0020,Science,Final Exam,24,100,Term 2
S0020,English,Unit Test,48,100,Term 3
S0020,Science,Final Exam,16,100,Term 3
S0020,Math,Mid Term,83,100,Term 1
S0020,Geography,Final Exam,74,100,Term 3
S0020,Geography,Final Exam,26,100,Term 2
S0020,English,Unit Test,31,100,Term 1
S0020,Science,Final Exam,34,100,Term 3
S0020,Math,Unit Test,82,100,Term 3
S0020,Math,Unit Test,87,100,Term 1
S0020,History,Unit Test,78,100,Term 1
S0020,English,Unit Test,97,100,Term 1
S0020,Math,Mid Term,97,100,Term 1
S0020,Math,Mid Term,29,100,Term 3
S0020,Geography,Final Exam,73,100,Term 2
S0020,English,Mid Term,83,100,Term 1
S0020,Science,Mid Term,32,100,Term 2
S0020,Science,Unit Test,98,100,Term 1
S0020,History,Final Exam,54,100,Term 3
S0020,Geography,Final Exam,4,100,Term 2
S0020,History,Final Exam,45,100,Term 3
S0020,Math,Unit Test,90,100,Term 1
S0021,Science,Mid Term,62,100,Term 2
S0021,History,Mid Term,93,100,Term 1
S0021,Geography,Mid Term,77,100,Term 2
S0021,English,Mid Term,45,100,Term 3
S0021,English,Mid Term,79,100,Term 3
S0021,History,Unit Test,93,100,Term 3
S0021,English,Unit Test,73,100,Term 1
S0021,Science,Unit Test,13,100,Term 3
S0021,Geography,Mid Term,75,100,Term 2
S0021,Math,Mid Term,18,100,Term 2
S0021,Math,Final Exam,70,100,Term 2
S0021,Science,Mid Term,59,100,Term 3
S0021,Science,Mid Term,5,100,Term 1
S0021,Science,Final Exam,58,100,Term 3
S0021,Math,Mid Term,92,100,Term 3
S0021,Math,Mid Term,85,100,Term 1
S0021,Science,Unit Test,62,100,Term 3
S0021,English,Final Exam,70,100,Term 3
S0021,Science,Final Exam,29,100,Term 1
S0021,History,Mid Term,98,100,Term 3
S0021,Geography,Unit Test,39,100,Term 2
S0021,Math,Final Exam,50,100,Term 3
S0021,Math,Final Exam,60,100,Term 1
S0021,Geography,Mid Term,0,100,Term 1
S0021,English,Mid Term,92,100,Term 3
S0021,Science,Unit Test,62,100,Term 2
S0021,Science,Unit Test,3,100,Term 1
S0021,History,Final Exam,41,100,Term 1
S0021,Geography,Mid Term,13,100,Term 2
S0021,Math,Unit Test,64,100,Term 1
S0022,Geography,Final Exam,89,100,Term 1
S0022,Geography,Unit Test,36,100,Term 1
S0022,Geography,Mid Term,52,100,Term 2
S0022,Math,Mid Term,92,100,Term 3
S0022,Geography,Mid Term,23,100,Term 2
S0022,Geography,Final Exam,70,100,Term 3
S0022,Geography,Mid Term,10,100,Term 2
S0022,History,Mid Term,47,100,Term 1
S0022,History,Final Exam,85,100,Term 2
