StudentID,Date,Status,Reason
S0003,2024-08-13,Present,
S0003,2024-11-11,Present,
S0003,2024-10-14,Absent,Lay answer week talk wife.
S0003,2025-02-03,Absent,Several might.
S0003,2025-06-06,Present,
S0003,2025-01-05,Present,
S0003,2024-11-20,Present,
S0003,2025-05-31,Present,
S0003,2024-10-20,Present,
S0003,2025-04-03,Present,
S0003,2024-12-18,Present,
S0003,2025-03-14,Absent,By image traditional dinner.
S0003,2025-04-28,Present,
S0003,2025-06-03,Present,
S0003,2025-02-26,Present,
S0003,2025-03-01,Present,
S0003,2025-01-20,Present,
S0003,2025-05-08,Present,
S0003,2025-05-03,Present,
S0003,2024-11-17,Present,
S0003,2025-03-09,Present,
S0003,2024-09-03,Present,
S0003,2024-07-14,Present,
S0003,2025-02-10,Present,
S0003,2025-05-18,Present,
S0003,2024-10-25,Present,
S0003,2025-02-16,Present,
S0003,2025-03-03,Present,
S0003,2025-05-17,Present,
S0003,2024-10-17,Present,
S0003,2024-11-30,Present,
S0003,2025-04-26,Present,
S0003,2024-07-27,Present,
S0003,2025-05-16,Present,
S0003,2024-11-05,Present,
S0003,2024-12-03,Present,
S0003,2024-11-08,Present,
S0003,2024-12-29,Present,
S0003,2025-03-24,Present,
S0003,2024-11-27,Present,
S0003,2025-01-18,Present,
S0003,2024-11-22,Present,
S0003,2025-01-08,Present,
S0003,2024-12-06,Present,
S0003,2024-11-29,Present,
S0003,2024-08-31,Present,
S0003,2024-06-16,Present,
S0003,2024-06-22,Present,
S0003,2025-04-11,Present,
S0003,2025-01-29,Present,
S0003,2024-11-27,Present,
S0003,2025-03-18,Present,
S0003,2025-03-01,Present,
S0003,2025-03-11,Present,
S0003,2024-11-30,Present,
S0003,2025-06-14,Present,
S0003,2024-10-19,Present,
S0003,2025-03-06,Present,
S0003,2024-09-03,Present,
S0003,2025-03-21,Absent,Tend cost.
S0003,2025-03-24,Present,
S0003,2025-01-08,Present,
S0003,2024-10-28,Present,
S0003,2024-09-10,Present,
S0003,2025-05-06,Present,
S0003,2025-01-16,Present,
S0003,2025-01-18,Present,
S0003,2024-08-07,Present,
S0003,2025-01-02,Present,
S0003,2025-02-03,Present,
S0003,2025-05-29,Present,
S0003,2025-04-14,Present,
S0003,2024-09-29,Present,
S0003,2024-11-05,Present,
S0003,2024-08-23,Present,
S0003,2024-07-05,Absent,Record economic write.
S0003,2024-06-18,Absent,Kitchen open result.
S0003,2024-11-14,Present,
S0003,2025-04-20,Present,
S0003,2025-02-10,Absent,Work prevent.
S0003,2025-04-21,Present,
S0003,2024-11-04,Present,
S0003,2024-10-24,Present,
S0003,2024-11-07,Absent,Kid personal prove.
S0003,2024-08-08,Present,
S0003,2025-03-31,Absent,Easy suggest source.
S0003,2025-04-08,Present,
S0003,2024-07-05,Present,
S0003,2024-11-20,Present,
S0003,2024-09-13,Present,
S0003,2024-09-07,Present,
S0003,2025-03-23,Absent,Possible much great fight meeting.
S0003,2025-06-03,Present,
S0003,2025-02-17,Present,
S0003,2024-07-07,Present,
S0003,2025-03-11,Present,
S0003,2024-12-30,Present,
S0004,2024-09-27,Present,
S0004,2025-04-19,Present,
S0004,2024-07-28,Absent,Write fall north investment.
S0004,2024-08-13,Present,
S0004,2025-02-06,Present,
S0004,2024-10-17,Present,
S0004,2024-06-25,Present,
S0004,2025-02-25,Present,
S0004,2024-12-19,Present,
S0004,2024-10-07,Present,
S0004,2024-06-22,Present,
S0004,2024-08-29,Present,
S0004,2025-04-26,Present,
S0004,2024-06-30,Present,
S0004,2024-10-01,Present,
S0004,2025-05-18,Present,
S0004,2024-09-22,Present,
S0004,2024-10-29,Present,
S0004,2024-09-20,Present,
S0004,2024-12-27,Present,
S0004,2024-08-25,Present,
S0004,2025-05-01,Present,
S0004,2025-02-17,Present,
S0004,2025-05-01,Present,
S0004,2025-03-11,Present,
S0004,2024-07-23,Present,
S0004,2025-02-23,Present,
S0004,2024-09-11,Present,
S0004,2025-02-13,Present,
S0004,2024-11-04,Present,
S0004,2025-03-17,Present,
S0004,2024-12-04,Present,
S0004,2024-10-06,Present,
S0004,2024-08-05,Present,
S0004,2025-04-06,Present,
S0004,2025-04-22,Present,
S0004,2025-02-01,Present,
S0004,2024-06-20,Present,
S0004,2025-04-27,Present,
S0004,2025-05-18,Present,
S0004,2024-10-13,Absent,Range method.
S0004,2024-10-31,Present,
S0004,2025-05-17,Present,
S0004,2025-04-30,Present,
S0004,2024-08-04,Present,
S0004,2025-03-11,Present,
S0004,2025-05-07,Present,
S0004,2024-09-28,Present,
S0004,2025-02-07,Present,
S0004,2025-06-05,Present,
S0004,2025-06-08,Present,
S0004,2024-08-25,Present,
S0004,2024-12-18,Present,
S0004,2024-08-11,Present,
S0004,2024-11-28,Present,
S0004,2024-08-31,Present,
S0004,2025-02-11,Present,
S0004,2025-03-18,Present,
S0004,2024-08-28,Present,
S0004,2024-08-17,Present,
S0004,2024-06-29,Present,
S0004,2025-04-05,Present,
S0004,2024-12-01,Present,
S0004,2025-01-10,Present,
S0004,2025-04-14,Present,
S0004,2024-11-30,Present,
S0004,2025-03-13,Present,
S0004,2025-01-25,Present,
S0004,2024-11-25,Present,
S0004,2024-08-19,Present,
S0004,2024-12-19,Present,
S0004,2024-07-03,Present,
S0004,2025-06-05,Present,
S0004,2025-05-31,Present,
S0004,2025-04-28,Present,
S0004,2024-12-30,Present,
S0004,2024-11-29,Present,
S0004,2025-04-12,Present,
S0004,2024-10-25,Present,
S0004,2025-03-07,Present,
S0004,2024-11-12,Present,
S0004,2024-11-03,Present,
S0004,2025-01-28,Present,
S0004,2025-01-09,Present,
S0004,2024-12-05,Present,
S0004,2025-01-29,Present,
S0004,2024-09-20,Present,
S0004,2025-02-03,Present,
S0004,2024-07-06,Present,
S0004,2024-06-21,Present,
S0004,2025-05-08,Present,
S0004,2025-04-08,Present,
S0004,2025-01-02,Present,
S0004,2025-02-12,Present,
S0004,2025-06-01,Present,
S0004,2025-04-27,Present,
S0004,2025-01-25,Present,
S0004,2024-09-07,Present,
S0004,2024-10-30,Present,
S0004,2025-04-21,Present,
S0005,2025-04-15,Present,
S0005,2024-08-19,Present,
S0005,2025-05-27,Present,
S0005,2024-07-08,Present,
S0005,2024-10-23,Absent,Behind center woman person.
S0005,2025-05-28,Present,
S0005,2024-06-21,Present,
S0005,2024-09-28,Present,
S0005,2024-09-24,Present,
S0005,2025-02-22,Present,
S0005,2024-11-19,Absent,Town four.
S0005,2024-09-04,Present,
S0005,2024-06-18,Present,
S0005,2025-02-22,Present,
S0005,2025-02-03,Present,
S0005,2024-12-07,Present,
S0005,2025-04-14,Present,
S0005,2025-02-12,Present,
S0005,2024-09-25,Present,
S0005,2024-12-15,Present,
S0005,2025-04-12,Present,
S0005,2025-05-29,Present,
S0005,2025-03-21,Present,
S0005,2024-07-25,Absent,Dream myself letter industry floor.
S0005,2024-10-29,Present,
S0005,2025-05-30,Present,
S0005,2025-01-23,Present,
S0005,2024-12-31,Present,
S0005,2024-06-16,Present,
S0005,2024-07-07,Present,
S0005,2025-05-23,Present,
S0005,2025-02-24,Present,
S0005,2025-03-20,Present,
S0005,2024-10-08,Present,
S0005,2025-01-03,Present,
S0005,2025-03-26,Present,
S0005,2025-01-10,Present,
S0005,2024-11-13,Absent,Speak Mr human.
S0005,2025-03-14,Present,
S0005,2024-12-09,Absent,Keep difficult moment.
S0005,2025-01-02,Present,
S0005,2024-08-08,Present,
S0005,2024-10-30,Present,
S0005,2025-06-09,Present,
S0005,2025-04-04,Present,
S0005,2024-06-17,Present,
S0005,2025-05-21,Present,
S0005,2025-01-04,Present,
S0005,2024-11-06,Present,
S0005,2025-03-28,Absent,Very anyone modern.
S0005,2024-09-18,Present,
S0005,2024-06-30,Present,
S0005,2024-06-29,Present,
S0005,2024-12-08,Absent,Health prove nature.
S0005,2024-09-05,Absent,Source specific guess.
S0005,2025-01-23,Absent,Place the.
S0005,2025-05-26,Present,
S0005,2025-04-27,Present,
S0005,2024-12-19,Present,
S0005,2024-09-28,Present,
S0005,2024-07-22,Present,
S0005,2025-02-06,Present,
S0005,2024-11-02,Present,
S0005,2024-12-24,Present,
S0005,2025-05-09,Present,
S0005,2024-07-10,Present,
S0005,2024-09-20,Present,
S0005,2025-05-25,Present,
S0005,2024-07-07,Present,
S0005,2024-11-07,Present,
S0005,2025-03-29,Present,
S0005,2025-04-07,Present,
S0005,2024-07-19,Present,
S0005,2024-08-02,Present,
S0005,2025-02-07,Present,
S0005,2024-10-08,Present,
S0005,2024-08-05,Present,
S0005,2025-06-02,Absent,Involve theory.
S0005,2024-08-20,Present,
S0005,2025-03-18,Present,
S0005,2025-02-25,Present,
S0005,2024-12-29,Present,
S0005,2024-11-09,Present,
S0005,2025-01-13,Present,
S0005,2024-07-04,Present,
S0005,2025-05-14,Present,
S0005,2025-01-16,Present,
S0005,2024-10-22,Present,
S0005,2024-10-25,Present,
S0005,2024-07-23,Present,
S0005,2024-08-27,Present,
S0005,2024-11-23,Present,
S0005,2024-11-22,Present,
S0005,2025-06-01,Present,
S0005,2025-03-02,Present,
S0005,2024-08-04,Present,
S0005,2024-07-22,Present,
S0005,2025-01-05,Present,
S0005,2025-02-15,Present,
S0005,2025-02-04,Absent,Without tell.
S0006,2024-11-11,Present,
S0006,2025-04-18,Present,
S0006,2025-05-30,Present,
S0006,2025-06-16,Present,
S0006,2025-05-17,Present,
S0006,2024-07-24,Present,
S0006,2025-02-23,Present,
S0006,2024-10-27,Present,
S0006,2025-03-09,Present,
S0006,2025-03-29,Present,
S0006,2024-12-29,Present,
S0006,2024-07-06,Present,
S0006,2025-03-03,Absent,Factor buy option might.
S0006,2024-08-26,Present,
S0006,2024-06-30,Present,
S0006,2024-11-15,Absent,Before policy.
S0006,2024-12-31,Present,
S0006,2025-04-28,Absent,Least make measure skill.
S0006,2024-06-17,Present,
S0006,2025-01-04,Absent,Campaign third.
S0006,2025-05-11,Present,
S0006,2025-03-10,Present,
S0006,2025-04-16,Present,
S0006,2024-11-29,Present,
S0006,2025-01-18,Present,
S0006,2024-10-13,Present,
S0006,2025-06-05,Present,
S0006,2025-01-30,Absent,Three special start doctor.
S0006,2025-01-28,Absent,Likely guess.
S0006,2024-07-12,Present,
S0006,2025-05-21,Present,
S0006,2024-10-29,Present,
S0006,2024-11-22,Present,
S0006,2024-07-08,Absent,Heavy drive now past.
S0006,2024-09-07,Present,
S0006,2024-08-18,Present,
S0006,2025-04-07,Present,
S0006,2025-06-06,Present,
S0006,2024-11-18,Present,
S0006,2024-12-01,Present,
S0006,2025-05-20,Present,
S0006,2025-01-27,Present,
S0006,2024-12-18,Absent,Writer page.
S0006,2024-06-18,Present,
S0006,2024-10-18,Present,
S0006,2024-09-18,Present,
S0006,2024-12-28,Present,
S0006,2025-04-02,Present,
S0006,2025-05-02,Absent,Phone beyond series information consider.
S0006,2025-05-23,Present,
S0006,2024-11-15,Present,
S0006,2024-07-11,Present,
S0006,2024-08-07,Present,
S0006,2025-03-31,Present,
S0006,2024-06-25,Present,
S0006,2024-08-04,Present,
S0006,2025-01-22,Present,
S0006,2024-08-17,Present,
S0006,2024-10-06,Present,
S0006,2024-07-15,Present,
S0006,2025-03-05,Present,
S0006,2024-11-17,Present,
S0006,2024-09-15,Absent,Deal bar necessary media happen.
S0006,2025-05-30,Present,
S0006,2025-04-20,Present,
S0006,2024-08-01,Present,
S0006,2024-12-02,Absent,Dream certainly consumer though.
S0006,2024-10-30,Present,
S0006,2025-04-24,Present,
S0006,2025-02-14,Present,
S0006,2024-09-01,Present,
S0006,2024-06-28,Present,
S0006,2025-02-10,Present,
S0006,2024-07-31,Present,
S0006,2025-05-12,Present,
S0006,2025-05-17,Present,
S0006,2024-10-15,Present,
S0006,2025-01-16,Present,
S0006,2025-02-02,Present,
S0006,2024-06-29,Present,
S0006,2025-03-14,Absent,Challenge each.
S0006,2024-09-24,Present,
S0006,2025-05-16,Present,
S0006,2024-12-24,Present,
S0006,2024-10-25,Present,
S0006,2025-05-25,Absent,Visit third pay could use.
S0006,2024-11-07,Present,
S0006,2024-12-26,Present,
S0006,2025-02-11,Present,
S0006,2025-05-07,Present,
S0006,2024-09-01,Present,
S0006,2024-07-05,Present,
S0006,2025-01-04,Present,
S0006,2024-11-18,Present,
S0006,2025-05-26,Present,
S0006,2025-01-27,Present,
S0006,2024-11-25,Present,
S0006,2024-07-01,Present,
S0006,2025-04-28,Present,
S0006,2024-11-18,Absent,Tv beat.
S0007,2024-12-07,Absent,Operation though hospital.
S0007,2025-04-06,Present,
S0007,2025-04-12,Present,
S0007,2024-10-14,Present,
S0007,2025-01-20,Present,
S0007,2025-01-09,Present,
S0007,2024-09-16,Absent,Account spend break put.
S0007,2024-07-11,Present,
S0007,2024-10-29,Present,
S0007,2025-05-18,Present,
S0007,2025-01-11,Present,
S0007,2024-07-30,Present,
S0007,2025-05-18,Present,
S0007,2024-12-21,Present,
S0007,2024-10-27,Present,
S0007,2025-02-26,Present,
S0007,2025-02-04,Present,
S0007,2025-04-24,Present,
S0007,2025-02-01,Present,
S0007,2025-01-08,Present,
S0007,2024-12-21,Present,
S0007,2024-12-21,Present,
S0007,2025-05-24,Present,
S0007,2025-04-29,Absent,Weight change year world administration.
S0007,2024-12-05,Present,
S0007,2025-02-27,Present,
S0007,2024-07-02,Present,
S0007,2024-11-02,Present,
S0007,2025-06-11,Absent,Feel human stage improve important.
S0007,2025-05-19,Present,
S0007,2025-05-15,Absent,Style image everyone election office.
S0007,2025-06-08,Present,
S0007,2024-10-01,Absent,Have left spring with.
S0007,2024-11-19,Present,
S0007,2024-09-20,Present,
S0007,2025-02-28,Present,
S0007,2024-07-28,Present,
S0007,2025-06-11,Present,
S0007,2024-12-15,Present,
S0007,2024-11-09,Present,
S0007,2025-03-10,Present,
S0007,2025-06-03,Present,
S0007,2025-04-30,Present,
S0007,2025-02-05,Present,
S0007,2025-06-07,Present,
S0007,2024-09-02,Present,
S0007,2025-05-29,Present,
S0007,2025-04-07,Absent,Fish sell.
S0007,2025-02-16,Present,
S0007,2024-11-23,Present,
S0007,2024-06-24,Present,
S0007,2024-12-13,Present,
S0007,2024-10-16,Present,
S0007,2024-11-26,Present,
S0007,2025-04-25,Present,
S0007,2024-08-13,Present,
S0007,2025-06-03,Present,
S0007,2025-01-22,Present,
S0007,2024-10-20,Present,
S0007,2024-07-16,Present,
S0007,2024-07-05,Present,
S0007,2024-10-27,Present,
S0007,2025-06-09,Present,
S0007,2024-12-07,Present,
S0007,2024-07-03,Present,
S0007,2024-09-17,Present,
S0007,2024-06-29,Present,
S0007,2025-06-07,Present,
S0007,2024-12-28,Absent,Dog way very.
S0007,2024-09-01,Present,
S0007,2024-06-21,Present,
S0007,2025-02-27,Present,
S0007,2024-07-25,Present,
S0007,2025-03-11,Present,
S0007,2025-01-05,Absent,Technology certainly work.
S0007,2024-12-17,Present,
S0007,2024-10-10,Present,
S0007,2025-01-18,Present,
S0007,2024-09-14,Absent,Design walk it.
S0007,2024-09-14,Present,
S0007,2025-05-18,Present,
S0007,2025-02-09,Present,
S0007,2025-01-24,Present,
S0007,2024-08-13,Present,
S0007,2025-04-13,Present,
S0007,2025-02-13,Present,
S0007,2025-02-03,Present,
S0007,2024-08-11,Present,
S0007,2024-08-30,Present,
S0007,2025-03-23,Absent,Old whom after.
S0007,2024-09-29,Present,
S0007,2024-09-28,Present,
S0007,2025-05-14,Present,
S0007,2024-11-11,Absent,Rather him ok.
S0007,2025-04-21,Absent,Product board.
S0007,2025-04-11,Present,
S0007,2025-02-13,Present,
S0007,2025-05-15,Absent,Hair radio like.
S0007,2025-01-15,Present,
S0007,2025-04-17,Absent,Exist mission ago third.
S0008,2025-03-02,Present,
S0008,2024-11-15,Present,
S0008,2024-09-22,Present,
S0008,2024-07-08,Present,
S0008,2025-02-21,Present,
S0008,2024-12-16,Present,
S0008,2024-07-03,Present,
S0008,2024-09-06,Present,
S0008,2024-06-21,Present,
S0008,2024-09-06,Present,
S0008,2025-02-13,Present,
S0008,2025-05-16,Present,
S0008,2024-07-03,Present,
S0008,2024-07-02,Present,
S0008,2024-11-21,Present,
S0008,2024-09-02,Present,
S0008,2024-10-15,Present,
S0008,2025-02-13,Present,
S0008,2024-09-10,Present,
S0008,2024-07-10,Present,
S0008,2025-02-02,Present,
S0008,2024-08-15,Present,
S0008,2024-08-30,Present,
S0008,2024-07-20,Present,
S0008,2024-12-01,Present,
S0008,2025-04-13,Present,
S0008,2025-02-16,Present,
S0008,2024-09-29,Absent,Six type budget down.
S0008,2024-12-03,Present,
S0008,2024-11-17,Absent,Three wonder charge decade.
S0008,2024-11-12,Present,
S0008,2024-11-01,Present,
S0008,2025-01-21,Present,
S0008,2024-07-28,Present,
S0008,2024-10-31,Present,
S0008,2025-04-20,Present,
S0008,2025-02-01,Present,
S0008,2024-06-27,Present,
S0008,2025-05-29,Present,
S0008,2024-12-20,Present,
S0008,2025-05-18,Present,
S0008,2024-11-23,Present,
S0008,2025-01-10,Present,
S0008,2024-11-24,Present,
S0008,2024-08-29,Present,
S0008,2024-11-18,Present,
S0008,2024-07-10,Present,
S0008,2024-08-15,Present,
S0008,2025-03-24,Present,
S0008,2025-01-05,Present,
S0008,2024-06-21,Present,
S0008,2024-09-07,Absent,Usually study left building still.
S0008,2024-11-21,Present,
S0008,2024-09-25,Present,
S0008,2025-02-03,Present,
S0008,2025-05-20,Present,
S0008,2025-02-23,Present,
S0008,2024-11-10,Absent,Seem answer.
S0008,2025-03-07,Present,
S0008,2025-02-02,Present,
S0008,2024-11-30,Present,
S0008,2024-06-19,Present,
S0008,2025-01-05,Present,
S0008,2024-11-30,Present,
S0008,2025-02-21,Present,
S0008,2024-07-10,Present,
S0008,2025-03-31,Present,
S0008,2025-05-26,Present,
S0008,2024-12-02,Present,
S0008,2025-01-16,Present,
S0008,2025-01-21,Present,
S0008,2024-09-15,Present,
S0008,2025-05-23,Present,
S0008,2024-11-07,Absent,Money president professor.
S0008,2024-09-03,Present,
S0008,2025-05-29,Present,
S0008,2024-10-10,Present,
S0008,2025-06-13,Present,
S0008,2025-03-13,Present,
S0008,2025-05-31,Present,
S0008,2024-10-06,Present,
S0008,2024-08-06,Present,
S0008,2024-12-14,Present,
S0008,2024-06-28,Present,
S0008,2024-07-14,Present,
S0008,2024-12-01,Present,
S0008,2024-12-06,Present,
S0008,2024-12-14,Present,
S0008,2024-07-31,Present,
S0008,2025-03-08,Present,
S0008,2025-05-03,Present,
S0008,2025-06-08,Present,
S0008,2024-11-01,Present,
S0008,2025-03-05,Present,
S0008,2024-10-11,Present,
S0008,2025-04-26,Absent,Next whether pull.
S0008,2025-03-18,Present,
S0008,2024-10-24,Present,
S0008,2024-08-28,Present,
S0008,2025-05-08,Present,
S0009,2025-05-14,Present,
S0009,2024-11-13,Present,
S0009,2024-11-21,Present,
S0009,2025-04-28,Present,
S0009,2025-06-04,Present,
S0009,2024-09-24,Present,
S0009,2024-12-13,Present,
S0009,2024-07-24,Present,
S0009,2025-05-06,Present,
S0009,2025-06-03,Present,
S0009,2024-12-05,Present,
S0009,2025-03-15,Present,
S0009,2024-08-04,Present,
S0009,2024-07-27,Present,
S0009,2024-07-14,Present,
S0009,2024-07-23,Present,
S0009,2025-05-05,Present,
S0009,2025-01-03,Present,
S0009,2025-03-18,Present,
S0009,2024-08-13,Absent,Interesting follow vote.
S0009,2024-11-15,Present,
S0009,2025-03-25,Present,
S0009,2025-04-19,Present,
S0009,2024-08-08,Present,
S0009,2024-09-04,Present,
S0009,2025-04-09,Present,
S0009,2024-10-02,Absent,Guess discussion although.
S0009,2025-04-24,Present,
S0009,2024-10-18,Present,
S0009,2024-09-07,Present,
S0009,2024-07-10,Absent,Enough theory keep.
S0009,2024-07-23,Present,
S0009,2025-03-28,Present,
S0009,2024-11-09,Present,
S0009,2025-04-10,Present,
S0009,2025-01-18,Present,
S0009,2024-11-01,Present,
S0009,2024-06-30,Present,
S0009,2025-03-08,Present,
S0009,2025-03-22,Present,
S0009,2025-04-23,Present,
S0009,2025-05-05,Present,
S0009,2025-04-02,Absent,Unit situation which.
S0009,2025-02-02,Present,
S0009,2024-08-17,Present,
S0009,2024-10-11,Present,
S0009,2024-11-04,Present,
S0009,2024-06-17,Present,
S0009,2025-04-21,Present,
S0009,2024-11-28,Present,
S0009,2024-08-22,Present,
S0009,2024-09-29,Present,
S0009,2024-10-17,Absent,Degree blood moment.
S0009,2024-09-26,Present,
S0009,2024-06-20,Present,
S0009,2024-11-20,Present,
S0009,2024-12-22,Present,
S0009,2024-08-21,Present,
S0009,2024-09-26,Present,
S0009,2024-09-02,Present,
S0009,2025-04-07,Present,
S0009,2025-01-30,Present,
S0009,2024-08-31,Present,
S0009,2024-12-09,Present,
S0009,2024-07-03,Present,
S0009,2025-06-11,Present,
S0009,2025-03-01,Present,
S0009,2024-07-07,Present,
S0009,2024-09-26,Present,
S0009,2024-06-16,Present,
S0009,2024-07-11,Present,
S0009,2025-06-16,Present,
S0009,2024-06-26,Present,
S0009,2024-11-11,Present,
S0009,2024-12-29,Present,
S0009,2024-09-14,Present,
S0009,2025-04-13,Present,
S0009,2025-01-22,Present,
S0009,2024-08-22,Present,
S0009,2024-11-25,Absent,Grow his send impact.
S0009,2024-07-12,Present,
S0009,2024-11-21,Present,
S0009,2025-01-03,Present,
S0009,2024-07-01,Present,
S0009,2024-08-15,Present,
S0009,2024-10-10,Present,
S0009,2024-12-14,Present,
S0009,2024-08-05,Present,
